PLAYER_NAME,PLAYER_ID,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,FGA,FG_PCT,FTA,PLUS_MINUS,WL
Jamison Battle,1642419,2026-01-21,TOR @ SAC,8,3,3,0,0,0,0,1,3,0.333,0,-6,W
Jarace Walker,1641716,2026-01-21,IND @ BOS,29,19,3,2,2,0,0,3,14,0.5,2,-17,L
Ben Sheppard,1641767,2026-01-21,IND @ BOS,21,8,0,2,0,0,0,2,8,0.25,2,-3,L
Jaren Jackson Jr.,1628991,2026-01-21,MEM vs. ATL,32,17,6,2,1,0,5,1,12,0.5,5,7,L
Jalen Duren,1631105,2026-01-21,DET @ NOP,30,20,15,3,1,2,2,0,11,0.636,6,13,W
Jarrett Allen,1628386,2026-01-21,CLE @ CHA,35,13,9,0,0,2,1,0,8,0.5,6,-3,W
Jalen Brunson,1628973,2026-01-21,NYK vs. BKN,31,20,4,5,0,0,2,1,17,0.471,4,27,W
Javonte Green,1629750,2026-01-21,DET @ NOP,14,8,2,0,3,1,1,2,4,0.75,0,-2,W
Jay Huff,1630643,2026-01-21,IND @ BOS,16,2,3,1,2,1,0,0,4,0.25,0,-6,L
Jaylen Brown,1627759,2026-01-21,BOS vs. IND,34,30,10,5,3,0,5,1,22,0.5,9,11,W
Jaylen Wells,1642377,2026-01-21,MEM vs. ATL,26,18,4,0,1,0,0,2,16,0.375,4,3,L
Baylor Scheierman,1631248,2026-01-21,BOS vs. IND,14,5,2,1,1,0,1,1,4,0.5,0,-5,W
Jaylon Tyson,1642281,2026-01-21,CLE @ CHA,31,14,7,4,1,0,2,1,17,0.353,2,14,W
Jaden Ivey,1631093,2026-01-21,DET @ NOP,18,7,1,1,0,0,3,2,5,0.4,2,-7,W
Guerschon Yabusele,1627824,2026-01-21,NYK vs. BKN,11,2,1,0,1,1,0,0,3,0.333,0,9,W
Grant Williams,1629684,2026-01-21,CHA vs. CLE,25,0,5,4,3,0,1,0,6,0.0,0,19,L
Ausar Thompson,1641709,2026-01-21,DET @ NOP,28,12,9,3,3,0,0,0,10,0.5,2,12,W
Gradey Dick,1641711,2026-01-21,TOR @ SAC,19,11,1,0,2,0,1,1,12,0.417,0,-12,W
Kon Knueppel,1642851,2026-01-21,CHA vs. CLE,31,21,11,2,1,0,2,2,21,0.381,3,8,L
Drake Powell,1642962,2026-01-21,BKN @ NYK,25,6,1,3,1,0,0,0,9,0.222,2,-26,L
Kyle Kuzma,1628398,2026-01-21,MIL vs. OKC,28,9,4,0,0,0,0,0,12,0.333,1,-20,L
Brandon Ingram,1627742,2026-01-21,TOR @ SAC,35,23,3,4,0,0,0,3,15,0.467,6,13,W
Jamal Shead,1642347,2026-01-21,TOR @ SAC,33,15,5,6,2,0,1,3,12,0.417,2,13,W
Landry Shamet,1629013,2026-01-21,NYK vs. BKN,15,18,1,2,2,1,0,6,7,0.857,0,23,W
Larry Nance Jr.,1626204,2026-01-21,CLE @ CHA,13,5,2,1,1,0,0,1,3,0.667,0,14,W
Donovan Mitchell,1628378,2026-01-21,CLE @ CHA,37,24,3,6,1,0,8,2,20,0.4,7,-3,W
Luguentz Dort,1629652,2026-01-21,OKC @ MIL,33,13,4,3,2,0,0,3,11,0.455,0,8,W
Luka Garza,1630568,2026-01-21,BOS vs. IND,16,8,6,0,0,0,0,0,6,0.333,4,13,W
Luke Kennard,1628379,2026-01-21,ATL @ MEM,25,18,4,2,2,0,0,4,9,0.778,0,5,W
Malik Monk,1628370,2026-01-21,SAC vs. TOR,25,17,4,3,0,0,4,3,7,0.857,2,-10,L
Marcus Sasser,1631204,2026-01-21,DET @ NOP,21,9,1,4,0,0,0,1,11,0.273,2,1,W
Anfernee Simons,1629014,2026-01-21,BOS vs. IND,22,9,4,2,1,0,0,1,8,0.375,2,2,W
Derrick White,1628401,2026-01-21,BOS vs. IND,30,13,5,5,0,0,1,1,10,0.4,4,18,W
Duncan Robinson,1629130,2026-01-21,DET @ NOP,29,15,4,3,1,1,2,4,11,0.455,2,20,W
Dylan Cardwell,1642928,2026-01-21,SAC vs. TOR,25,2,13,3,1,4,1,0,2,0.5,0,4,L
Kevon Looney,1626172,2026-01-21,NOP vs. DET,10,4,7,0,0,0,0,0,2,1.0,0,-1,L
Branden Carlson,1642382,2026-01-21,OKC @ MIL,16,9,6,1,0,1,0,1,8,0.5,0,9,W
Giannis Antetokounmpo,203507,2026-01-21,MIL vs. OKC,31,19,14,7,1,0,3,0,11,0.727,6,-11,L
Kam Jones,1642880,2026-01-21,IND @ BOS,4,0,1,2,0,0,1,0,1,0.0,0,6,L
Karl-Anthony Towns,1626157,2026-01-21,NYK vs. BKN,20,14,8,3,1,0,2,2,8,0.625,2,21,W
Gary Trent Jr.,1629018,2026-01-21,MIL vs. OKC,6,0,0,1,0,0,0,0,1,0.0,0,-2,L
Karlo Matković,1631255,2026-01-21,NOP vs. DET,14,5,2,0,0,1,0,1,3,0.667,0,3,L
Gary Harris,203914,2026-01-21,MIL vs. OKC,9,3,0,1,0,0,0,1,1,1.0,0,-15,L
Ariel Hukporti,1630574,2026-01-21,NYK vs. BKN,11,2,5,0,0,1,0,0,2,0.5,0,24,W
Dyson Daniels,1630700,2026-01-21,ATL @ MEM,35,3,7,8,0,0,1,0,9,0.111,2,-2,W
GG Jackson,1641713,2026-01-21,MEM vs. ATL,21,9,2,1,0,2,0,0,6,0.667,1,-11,L
Evan Mobley,1630596,2026-01-21,CLE @ CHA,36,14,14,0,1,3,2,0,13,0.462,3,10,W
Kenrich Williams,1629026,2026-01-21,OKC @ MIL,28,18,8,2,0,0,1,2,13,0.615,1,6,W
Kentavious Caldwell-Pope,203484,2026-01-21,MEM vs. ATL,18,9,5,3,0,0,1,1,3,1.0,2,-9,L
Egor Dëmin,1642856,2026-01-21,BKN @ NYK,21,6,1,3,0,0,2,2,7,0.286,0,-18,L
Bryce McGowens,1631121,2026-01-21,NOP vs. DET,13,5,2,1,0,0,0,0,3,0.333,3,-3,L
LaMelo Ball,1630163,2026-01-21,CHA vs. CLE,22,2,5,7,2,1,2,0,15,0.067,0,-16,L
A.J. Lawson,1630639,2026-01-21,TOR @ SAC,3,0,1,0,0,0,1,0,0,,0,-4,W
Ajay Mitchell,1642349,2026-01-21,OKC @ MIL,25,18,3,2,2,0,2,2,12,0.667,1,13,W
Vince Williams Jr.,1631246,2026-01-21,MEM vs. ATL,18,3,0,1,0,0,0,1,4,0.25,0,-3,L
Ryan Kalkbrenner,1641750,2026-01-21,CHA vs. CLE,15,7,4,1,0,0,1,0,5,0.6,1,-3,L
AJ Green,1631260,2026-01-21,MIL vs. OKC,32,15,3,1,0,0,2,4,10,0.5,1,-14,L
Scottie Barnes,1630567,2026-01-21,TOR @ SAC,32,23,8,7,4,1,3,1,17,0.471,6,8,W
Tobias Harris,202699,2026-01-21,DET @ NOP,31,10,6,3,0,0,3,2,13,0.308,0,8,W
Ziaire Williams,1630533,2026-01-21,BKN @ NYK,19,11,1,0,1,2,1,1,10,0.5,0,-25,L
Yves Missi,1642274,2026-01-21,NOP vs. DET,26,4,6,2,0,2,1,0,4,0.5,0,-2,L
Tyrese Proctor,1642878,2026-01-21,CLE @ CHA,10,3,2,0,0,0,0,1,5,0.2,0,4,W
Saddiq Bey,1630180,2026-01-21,NOP vs. DET,29,20,3,2,2,0,3,1,12,0.333,11,-5,L
Shai Gilgeous-Alexander,1628983,2026-01-21,OKC @ MIL,33,40,7,11,1,0,2,2,19,0.842,7,19,W
Tyrese Martin,1631213,2026-01-21,BKN @ NYK,11,3,2,0,0,0,0,1,3,0.333,0,-14,L
Zach LaVine,203897,2026-01-21,SAC vs. TOR,38,19,1,5,1,1,2,2,17,0.412,4,-14,L
Aaron Nesmith,1630174,2026-01-21,IND @ BOS,28,6,3,4,0,0,1,0,9,0.333,1,-28,L
Tyler Kolek,1642278,2026-01-21,NYK vs. BKN,10,6,0,0,1,0,1,1,4,0.5,1,11,W
Trey Murphy III,1630530,2026-01-21,NOP vs. DET,35,17,4,2,2,1,5,2,19,0.316,3,-5,L
Sion James,1642883,2026-01-21,CHA vs. CLE,22,0,1,1,1,0,0,0,2,0.0,0,-11,L
Zion Williamson,1629627,2026-01-21,NOP vs. DET,15,4,4,0,0,0,1,0,5,0.4,3,-10,L
Tony Bradley,1628396,2026-01-21,IND @ BOS,6,2,3,0,1,0,0,0,5,0.2,0,-2,L
Ryan Rollins,1631157,2026-01-21,MIL vs. OKC,29,10,3,7,3,0,3,2,11,0.364,0,-9,L
Vít Krejčí,1630249,2026-01-21,ATL @ MEM,11,7,2,1,0,0,0,1,3,0.667,3,8,W
Thanasis Antetokounmpo,203648,2026-01-21,MIL vs. OKC,2,0,0,0,0,0,0,0,1,0.0,0,-5,L
Sandro Mamukelashvili,1630572,2026-01-21,TOR @ SAC,32,22,9,4,0,0,1,3,14,0.571,4,15,W
T.J. McConnell,204456,2026-01-21,IND @ BOS,14,4,3,3,1,0,2,0,6,0.333,0,-19,L
Terance Mann,1629611,2026-01-21,BKN @ NYK,11,2,0,0,0,0,2,0,5,0.2,0,-14,L
Sam Hauser,1630573,2026-01-21,BOS vs. IND,28,17,6,3,0,0,2,5,8,0.75,0,13,W
TyTy Washington Jr.,1631102,2026-01-20,LAC @ CHI,12,11,0,1,2,0,0,1,6,0.833,0,-9,L
Jake LaRavia,1631222,2026-01-20,LAL @ DEN,27,7,1,2,0,0,3,0,5,0.6,1,4,W
Tyrese Maxey,1630178,2026-01-20,PHI vs. PHX,43,20,2,7,3,1,2,2,25,0.28,5,3,L
Jamal Murray,1627750,2026-01-20,DEN vs. LAL,36,28,2,11,0,0,1,4,21,0.476,4,-3,L
Naz Reid,1629675,2026-01-20,MIN @ UTA,28,13,9,4,0,0,0,3,15,0.333,0,-3,L
Jabari Walker,1631133,2026-01-20,PHI vs. PHX,6,0,1,0,0,0,0,0,1,0.0,0,-3,L
Ochai Agbaji,1630534,2026-01-20,TOR @ GSW,12,4,0,0,0,0,3,0,6,0.333,0,3,W
Myron Gardner,1642066,2026-01-20,MIA @ SAC,15,5,1,3,0,0,0,0,4,0.5,1,-1,W
Dylan Cardwell,1642928,2026-01-20,SAC vs. MIA,21,4,12,1,1,2,0,0,3,0.667,0,-3,L
Jaden McDaniels,1630183,2026-01-20,MIN @ UTA,35,18,6,6,1,1,5,2,16,0.438,2,3,L
Jaime Jaquez Jr.,1631170,2026-01-20,MIA @ SAC,33,13,9,3,2,0,2,1,12,0.417,4,5,W
Simone Fontecchio,1631323,2026-01-20,MIA @ SAC,19,15,7,0,0,0,0,5,11,0.455,0,1,W
Moses Moody,1630541,2026-01-20,GSW vs. TOR,18,10,5,0,0,0,0,0,7,0.714,1,-20,L
Walter Clayton Jr.,1642383,2026-01-20,UTA vs. MIN,13,5,3,0,0,0,0,0,5,0.4,1,16,W
Dylan Harper,1642844,2026-01-20,SAS @ HOU,23,8,3,5,0,1,1,0,9,0.444,0,2,L
Jalen Green,1630224,2026-01-20,PHX @ PHI,20,12,2,3,0,0,2,2,11,0.364,2,10,W
Oso Ighodaro,1642345,2026-01-20,PHX @ PHI,29,12,5,3,0,1,4,0,7,0.714,2,10,W
Drew Timme,1631166,2026-01-20,LAL @ DEN,11,9,3,0,0,0,0,1,6,0.667,1,5,W
Jalen Pickett,1629618,2026-01-20,DEN vs. LAL,26,7,6,4,1,0,0,1,9,0.333,0,-4,L
Jalen Smith,1630188,2026-01-20,CHI vs. LAC,24,10,9,1,1,2,1,2,10,0.4,1,10,W
Draymond Green,203110,2026-01-20,GSW vs. TOR,22,6,6,5,0,0,2,0,9,0.333,0,-27,L
Andre Drummond,203083,2026-01-20,PHI vs. PHX,22,8,15,1,0,1,2,0,10,0.4,0,-2,L
Norman Powell,1626181,2026-01-20,MIA @ SAC,31,22,3,2,0,0,4,4,16,0.5,3,13,W
Ivica Zubac,1627826,2026-01-20,LAC @ CHI,22,12,11,1,0,0,0,0,12,0.417,3,-8,L
Grayson Allen,1628960,2026-01-20,PHX @ PHI,29,16,5,6,1,0,0,4,11,0.455,2,11,W
Gabe Vincent,1629216,2026-01-20,LAL @ DEN,17,5,0,0,0,0,0,1,2,0.5,3,3,W
Garrett Temple,202066,2026-01-20,TOR @ GSW,2,0,0,1,0,0,0,0,0,,0,3,W
Gary Payton II,1627780,2026-01-20,GSW vs. TOR,11,9,0,0,1,0,2,2,4,0.75,2,3,L
Victor Wembanyama,1641705,2026-01-20,SAS @ HOU,30,14,10,2,0,0,1,0,21,0.238,4,-14,L
Aaron Gordon,203932,2026-01-20,DEN vs. LAL,32,18,4,5,0,0,0,2,9,0.667,8,-8,L
Gradey Dick,1641711,2026-01-20,TOR @ GSW,23,10,3,0,1,0,1,2,6,0.5,2,17,W
Nique Clifford,1642363,2026-01-20,SAC vs. MIA,24,9,3,1,0,1,0,1,10,0.4,0,-1,L
Amen Thompson,1641708,2026-01-20,HOU vs. SAS,39,16,10,6,1,2,3,0,14,0.429,5,7,W
Sandro Mamukelashvili,1630572,2026-01-20,TOR @ GSW,26,14,12,4,2,1,1,4,8,0.625,0,3,W
Nikola Vučević,202696,2026-01-20,CHI vs. LAC,32,19,8,4,1,2,0,1,12,0.667,2,16,W
Brandin Podziemski,1641764,2026-01-20,GSW vs. TOR,22,11,3,2,1,1,2,1,10,0.4,5,-24,L
Scottie Barnes,1630567,2026-01-20,TOR @ GSW,39,26,7,11,0,0,4,0,18,0.667,2,10,W
Bones Hyland,1630538,2026-01-20,MIN @ UTA,4,0,0,2,0,1,0,0,0,,0,-2,L
VJ Edgecombe,1642845,2026-01-20,PHI vs. PHX,37,25,7,1,2,1,4,2,21,0.476,4,5,L
Nikola Jović,1631107,2026-01-20,MIA @ SAC,19,8,5,2,0,0,1,2,11,0.273,2,1,W
Gui Santos,1630611,2026-01-20,GSW vs. TOR,15,3,0,2,0,0,1,1,2,0.5,0,-14,L
Harrison Barnes,203084,2026-01-20,SAS @ HOU,25,6,2,1,1,1,1,2,6,0.333,0,-2,L
Nicolas Batum,201587,2026-01-20,LAC @ CHI,12,0,1,1,1,0,0,0,2,0.0,0,-8,L
Immanuel Quickley,1630193,2026-01-20,TOR @ GSW,34,40,2,10,2,0,3,7,13,0.846,11,1,W
Isaac Okoro,1630171,2026-01-20,CHI vs. LAC,15,2,0,0,0,0,1,0,3,0.333,0,-6,W
Isaiah Collier,1642268,2026-01-20,UTA vs. MIN,26,18,4,10,1,1,1,1,10,0.7,7,9,W
Ryan Dunn,1642346,2026-01-20,PHX @ PHI,9,2,1,0,0,0,0,0,2,0.5,0,8,W
Jamal Shead,1642347,2026-01-20,TOR @ GSW,30,10,1,8,1,0,2,2,6,0.667,0,24,W
Lachlan Olbrich,1642950,2026-01-20,CHI vs. LAC,4,0,1,1,0,0,0,0,0,,0,0,W
Stephon Castle,1642264,2026-01-20,SAS @ HOU,35,13,7,8,1,1,3,2,19,0.263,1,-12,L
Josh Okogie,1629006,2026-01-20,HOU vs. SAS,17,5,1,0,1,0,0,1,2,1.0,3,-9,W
Luka Dončić,1629029,2026-01-20,LAL @ DEN,36,38,13,10,2,0,3,3,21,0.571,12,-2,W
Julian Champagnie,1630577,2026-01-20,SAS @ HOU,34,27,8,2,2,0,0,8,17,0.471,3,5,L
Julian Phillips,1641763,2026-01-20,CHI vs. LAC,4,0,0,0,0,0,0,0,1,0.0,0,0,W
Julius Randle,203944,2026-01-20,MIN @ UTA,34,19,2,3,3,0,3,1,16,0.438,6,-1,L
Tim Hardaway Jr.,203501,2026-01-20,DEN vs. LAL,31,10,2,2,1,3,0,0,12,0.167,7,0,L
Justin Edwards,1642348,2026-01-20,PHI vs. PHX,12,5,1,2,0,1,0,1,2,1.0,0,-17,L
Jusuf Nurkić,203994,2026-01-20,UTA vs. MIN,31,16,18,10,1,1,2,0,11,0.636,3,8,W
LeBron James,2544,2026-01-20,LAL @ DEN,34,19,9,8,0,0,6,1,15,0.533,6,13,W
Kasparas Jakučionis,1642857,2026-01-20,MIA @ SAC,17,1,2,0,1,0,0,0,3,0.0,2,0,W
Keldon Johnson,1629640,2026-01-20,SAS @ HOU,27,12,6,0,2,0,0,0,9,0.556,2,-2,L
Kelly Oubre Jr.,1626162,2026-01-20,PHI vs. PHX,34,21,4,1,2,0,2,5,15,0.4,6,13,L
James Harden,201935,2026-01-20,LAC @ CHI,31,24,5,6,0,0,6,3,25,0.36,3,-6,L
Svi Mykhailiuk,1629004,2026-01-20,UTA vs. MIN,17,4,3,0,1,0,0,0,2,0.5,2,-7,W
LJ Cryer,1643018,2026-01-20,GSW vs. TOR,2,0,0,0,0,0,0,0,0,,0,-3,L
Ace Bailey,1642846,2026-01-20,UTA vs. MIN,33,20,5,1,1,0,3,3,17,0.471,1,2,W
Kyle Filipowski,1642271,2026-01-20,UTA vs. MIN,33,11,8,4,1,0,3,2,6,0.5,4,15,W
Kevin Durant,201142,2026-01-20,HOU vs. SAS,39,18,4,7,1,1,4,2,12,0.583,2,1,W
Kyle Anderson,203937,2026-01-20,UTA vs. MIN,17,2,1,2,1,1,0,0,3,0.333,0,-3,W
Kevin Huerter,1628989,2026-01-20,CHI vs. LAC,29,14,4,7,1,2,2,4,10,0.5,0,7,W
Kris Dunn,1627739,2026-01-20,LAC @ CHI,26,4,5,6,0,1,1,0,5,0.4,0,-8,L
Keyonte George,1641718,2026-01-20,UTA vs. MIN,39,43,0,3,2,0,6,6,28,0.536,8,-6,W
Kobe Brown,1641738,2026-01-20,LAC @ CHI,12,3,5,2,0,0,0,0,3,0.333,2,-9,L
Kobe Sanders,1642920,2026-01-20,LAC @ CHI,25,8,2,3,1,0,0,1,5,0.6,1,-11,L
Tari Eason,1631106,2026-01-20,HOU vs. SAS,20,6,6,1,1,1,3,0,6,0.5,0,-3,W
Luke Kornet,1628436,2026-01-20,SAS @ HOU,24,8,6,1,0,2,0,0,5,0.8,0,3,L
Jordan Miller,1641757,2026-01-20,LAC @ CHI,22,12,2,2,0,0,3,0,10,0.4,4,-33,L
Malevy Leons,1642502,2026-01-20,GSW vs. TOR,2,0,1,0,0,0,0,0,1,0.0,0,-3,L
Malik Monk,1628370,2026-01-20,SAC vs. MIA,30,18,2,2,0,0,1,4,13,0.462,2,-3,L
Jamison Battle,1642419,2026-01-20,TOR @ GSW,15,9,2,3,0,1,0,2,6,0.5,1,5,W
Jarred Vanderbilt,1629020,2026-01-20,LAL @ DEN,18,0,4,2,0,0,0,0,2,0.0,0,-2,W
Dorian Finney-Smith,1627827,2026-01-20,HOU vs. SAS,15,2,1,1,0,0,0,0,3,0.333,0,9,W
Mike Conley,201144,2026-01-20,MIN @ UTA,16,0,1,2,1,0,0,0,3,0.0,0,-5,L
Spencer Jones,1642461,2026-01-20,DEN vs. LAL,37,16,5,0,1,1,1,4,9,0.667,0,6,L
Jaxson Hayes,1629637,2026-01-20,LAL @ DEN,23,9,5,0,0,2,0,0,5,0.8,4,16,W
Jaylen Clark,1641740,2026-01-20,MIN @ UTA,17,4,2,0,1,0,0,0,2,1.0,0,-2,L
Andrew Wiggins,203952,2026-01-20,MIA @ SAC,30,19,3,2,1,1,2,3,12,0.583,2,12,W
Adem Bona,1641737,2026-01-20,PHI vs. PHX,26,11,10,0,0,2,4,0,5,0.8,4,-4,L
Tre Jones,1630200,2026-01-20,CHI vs. LAC,26,15,8,10,1,1,1,1,7,0.857,2,32,W
Maxime Raynaud,1642875,2026-01-20,SAC vs. MIA,18,7,8,0,2,0,0,1,6,0.5,0,-6,L
Jevon Carter,1628975,2026-01-20,CHI vs. LAC,4,3,0,0,1,0,0,1,2,0.5,0,0,W
Bam Adebayo,1628389,2026-01-20,MIA @ SAC,30,25,7,5,1,1,1,4,15,0.533,7,13,W
Joan Beringer,1642866,2026-01-20,MIN @ UTA,5,4,3,0,0,0,0,0,3,0.667,0,-2,L
Matas Buzelis,1641824,2026-01-20,CHI vs. LAC,30,21,2,4,1,2,2,4,14,0.571,2,27,W
John Collins,1628381,2026-01-20,LAC @ CHI,24,23,0,1,0,0,0,5,12,0.75,0,-11,L
Trayce Jackson-Davis,1631218,2026-01-20,GSW vs. TOR,12,0,0,1,0,0,0,0,1,0.0,0,8,L
Mark Williams,1631109,2026-01-20,PHX @ PHI,18,4,9,0,0,0,5,0,3,0.667,0,-3,W
Jonathan Kuminga,1630228,2026-01-20,GSW vs. TOR,21,20,5,2,1,0,2,1,10,0.7,8,3,L
Jonathan Mogbo,1642367,2026-01-20,TOR @ GSW,11,2,5,0,0,0,0,0,3,0.333,0,6,W
Marcus Smart,203935,2026-01-20,LAL @ DEN,31,15,2,1,0,0,0,3,9,0.444,5,6,W
Stephen Curry,201939,2026-01-20,GSW vs. TOR,25,16,3,3,1,0,1,2,16,0.375,3,-25,L
Ayo Dosunmu,1630245,2026-01-20,CHI vs. LAC,29,18,3,4,2,1,1,4,10,0.7,0,28,W
Jordan Goodwin,1630692,2026-01-20,PHX @ PHI,20,16,5,2,2,0,0,2,9,0.667,2,9,W
A.J. Lawson,1630639,2026-01-20,TOR @ GSW,11,6,1,0,0,0,0,0,3,0.667,2,3,W
Trendon Watford,1630570,2026-01-20,PHI vs. PHX,6,0,0,1,0,0,1,0,1,0.0,0,-10,L
Jabari Smith Jr.,1631095,2026-01-20,HOU vs. SAS,35,17,4,1,0,1,0,2,13,0.538,3,1,W
Anthony Edwards,1630162,2026-01-20,MIN @ UTA,39,38,8,3,2,0,1,5,28,0.393,12,7,L
Domantas Sabonis,1627734,2026-01-20,SAC vs. MIA,17,6,10,3,0,0,0,0,8,0.375,1,-4,L
Dillon Brooks,1628415,2026-01-20,PHX @ PHI,30,6,5,1,1,1,2,0,13,0.154,2,-7,W
Pat Spencer,1630311,2026-01-20,GSW vs. TOR,9,9,2,5,0,0,1,1,4,1.0,0,3,L
Devin Booker,1626164,2026-01-20,PHX @ PHI,34,27,3,4,1,0,6,2,23,0.391,7,-10,W
Royce O'Neale,1626220,2026-01-20,PHX @ PHI,24,9,3,2,0,0,1,3,7,0.429,0,-5,W
Alijah Martin,1642918,2026-01-20,TOR @ GSW,2,2,0,0,0,0,0,0,0,,2,3,W
Patrick Baldwin Jr.,1631116,2026-01-20,LAC @ CHI,5,2,0,0,0,0,0,0,1,0.0,2,0,L
Carter Bryant,1642868,2026-01-20,SAS @ HOU,11,4,0,0,0,0,0,0,4,0.5,0,2,L
Dennis Schröder,203471,2026-01-20,SAC vs. MIA,19,4,2,2,0,0,3,0,7,0.286,0,-4,L
Deandre Ayton,1629028,2026-01-20,LAL @ DEN,15,4,8,0,0,0,0,0,5,0.4,0,-1,W
Brook Lopez,201572,2026-01-20,LAC @ CHI,14,0,1,0,0,3,3,0,3,0.0,0,-11,L
Reed Sheppard,1642263,2026-01-20,HOU vs. SAS,29,21,2,4,1,1,0,4,17,0.471,2,15,W
DeMar DeRozan,201942,2026-01-20,SAC vs. MIA,35,23,4,5,0,0,2,1,12,0.5,10,-19,L
Clint Capela,203991,2026-01-20,HOU vs. SAS,12,6,2,0,0,1,0,0,3,0.667,2,6,W
Pelle Larsson,1641796,2026-01-20,MIA @ SAC,26,16,6,9,1,0,0,0,9,0.778,3,10,W
Zeke Nnaji,1630192,2026-01-20,DEN vs. LAL,19,6,3,0,0,2,0,0,4,0.75,0,-4,L
Coby White,1629632,2026-01-20,CHI vs. LAC,31,27,2,6,1,1,3,6,16,0.563,3,15,W
Cody Williams,1642262,2026-01-20,UTA vs. MIN,29,8,3,1,0,1,1,0,5,0.8,0,-9,W
De'Anthony Melton,1629001,2026-01-20,GSW vs. TOR,20,6,3,5,1,0,5,0,6,0.333,2,2,L
Collin Gillespie,1631221,2026-01-20,PHX @ PHI,28,12,4,4,0,0,2,3,6,0.5,3,7,W
Yanic Konan Niederhäuser,1642949,2026-01-20,LAC @ CHI,12,4,4,0,0,1,1,0,4,0.5,0,-9,L
Quinten Post,1642366,2026-01-20,GSW vs. TOR,18,12,7,0,0,0,0,2,9,0.556,0,-10,L
Zach LaVine,203897,2026-01-20,SAC vs. MIA,22,18,1,5,0,0,1,3,10,0.7,2,-3,L
De'Aaron Fox,1628368,2026-01-20,SAS @ HOU,32,14,3,5,1,0,3,2,15,0.4,0,-7,L
Peyton Watson,1631212,2026-01-20,DEN vs. LAL,38,18,5,3,3,1,3,4,17,0.412,0,-6,L
Davion Mitchell,1630558,2026-01-20,MIA @ SAC,19,6,3,7,0,0,0,2,5,0.4,0,11,W
Quentin Grimes,1629656,2026-01-20,PHI vs. PHX,27,12,4,5,3,0,3,1,7,0.429,6,-11,L
Dalen Terry,1631207,2026-01-20,CHI vs. LAC,14,9,5,3,1,0,1,2,7,0.429,2,11,W
Cam Christie,1642353,2026-01-20,LAC @ CHI,23,7,5,1,2,0,2,0,4,0.75,2,-17,L
Precious Achiuwa,1630173,2026-01-20,SAC vs. MIA,22,6,5,1,1,0,2,0,4,0.5,2,-9,L
Donte DiVincenzo,1628978,2026-01-20,MIN @ UTA,33,15,5,8,2,0,2,3,12,0.417,2,-14,L
Alperen Sengun,1630578,2026-01-20,HOU vs. SAS,34,20,13,9,0,2,4,1,13,0.538,5,-2,W
Will Richard,1642954,2026-01-20,GSW vs. TOR,23,0,0,1,1,0,1,0,4,0.0,0,7,L
Russell Westbrook,201566,2026-01-20,SAC vs. MIA,31,22,2,7,2,1,6,1,14,0.643,4,-13,L
Rudy Gobert,203497,2026-01-20,MIN @ UTA,29,11,10,0,2,4,0,0,5,1.0,5,-6,L
Rui Hachimura,1629060,2026-01-20,LAL @ DEN,28,9,6,1,1,0,0,1,13,0.308,0,-2,W
Dominick Barlow,1631230,2026-01-20,PHI vs. PHX,28,8,5,2,2,0,1,0,6,0.5,2,-4,L
Brandon Ingram,1627742,2026-01-20,TOR @ GSW,36,22,4,5,1,1,1,4,17,0.471,2,12,W
Bruce Brown,1628971,2026-01-20,DEN vs. LAL,22,4,4,2,0,0,0,0,6,0.333,0,-21,L
Buddy Hield,1627741,2026-01-20,GSW vs. TOR,19,25,1,2,1,0,0,6,8,0.875,5,10,L
Mark Williams,1631109,2026-01-19,PHX @ BKN,29,16,8,0,2,3,2,0,6,0.833,8,12,W
Jeremiah Robinson-Earl,1630526,2026-01-19,DAL @ NYK,14,4,3,1,0,0,0,0,4,0.25,2,2,W
Keyonte George,1641718,2026-01-19,UTA @ SAS,34,30,3,6,1,0,2,4,20,0.35,14,-14,L
Quinten Post,1642366,2026-01-19,GSW vs. MIA,21,15,9,3,0,2,3,4,7,0.714,2,4,W
Ryan Dunn,1642346,2026-01-19,PHX @ BKN,17,3,1,1,0,0,1,1,2,0.5,0,-9,W
Jimmy Butler III,202710,2026-01-19,GSW vs. MIA,21,17,3,4,2,0,2,0,11,0.545,5,9,W
Max Christie,1631108,2026-01-19,DAL @ NYK,35,26,6,2,0,0,1,8,13,0.692,0,20,W
Bam Adebayo,1628389,2026-01-19,MIA @ GSW,26,4,12,3,0,0,1,0,13,0.077,2,-20,L
Tre Johnson,1642848,2026-01-19,WAS vs. LAC,30,15,1,5,0,0,0,3,12,0.5,0,14,L
Stephen Curry,201939,2026-01-19,GSW vs. MIA,28,19,3,11,0,0,3,5,13,0.462,2,3,W
Collin Gillespie,1631221,2026-01-19,PHX @ BKN,28,22,5,5,1,1,1,5,10,0.7,4,16,W
Ryan Nembhard,1642948,2026-01-19,DAL @ NYK,22,4,3,5,1,0,2,0,7,0.286,0,10,W
Kevin Porter Jr.,1629645,2026-01-19,MIL @ ATL,28,9,6,7,1,1,3,0,5,0.4,5,3,W
Joel Embiid,203954,2026-01-19,PHI vs. IND,33,30,9,4,0,0,1,1,17,0.588,10,3,W
Trayce Jackson-Davis,1631218,2026-01-19,GSW vs. MIA,8,7,1,0,1,0,0,1,3,1.0,2,-7,W
